donor,pred_age,true_age
onek1k:461_462,51.53692817687988,61.0
onek1k:462_463,57.41315269470215,83.0
onek1k:463_464,57.51759719848633,86.0
onek1k:464_465,56.35810852050781,76.0
onek1k:465_466,55.92149543762207,59.0
onek1k:466_467,54.02836799621582,85.0
onek1k:467_468,53.07759094238281,74.0
onek1k:468_469,50.31093406677246,76.0
onek1k:469_470,56.64182662963867,78.0
onek1k:46_46,54.0111083984375,68.0
onek1k:470_471,55.981353759765625,83.0
onek1k:471_472,52.33559989929199,65.0
onek1k:472_473,50.962158203125,77.0
onek1k:473_474,55.235233306884766,72.0
onek1k:474_475,56.084577560424805,79.0
onek1k:475_476,48.775930404663086,36.0
onek1k:476_477,52.49267578125,53.0
onek1k:477_478,46.637996673583984,53.0
onek1k:478_479,53.02102279663086,68.0
onek1k:479_480,52.993173599243164,86.0
onek1k:47_47,49.91318130493164,19.0
onek1k:480_481,52.035295486450195,69.0
onek1k:481_482,53.764076232910156,68.0
onek1k:482_483,49.94961738586426,23.0
onek1k:483_484,53.1349983215332,71.0
onek1k:484_485,52.786376953125,60.0
onek1k:485_486,52.71942710876465,48.0
onek1k:486_487,53.805320739746094,36.0
onek1k:487_488,54.041873931884766,67.0
onek1k:488_489,55.489803314208984,56.0
onek1k:489_490,53.90770149230957,52.0
onek1k:48_48,56.357194900512695,86.0
onek1k:490_491,55.51618957519531,64.0
onek1k:491_492,50.274457931518555,41.0
onek1k:492_493,54.150146484375,79.0
onek1k:493_494,53.64181709289551,73.0
onek1k:494_495,50.125091552734375,24.0
onek1k:496_497,51.07309341430664,33.0
onek1k:497_498,53.31515884399414,31.0
onek1k:498_499,53.36310386657715,71.0
onek1k:499_500,52.994171142578125,77.0
onek1k:49_49,53.52748489379883,84.0
onek1k:4_4,54.0810489654541,48.0
onek1k:500_501,50.74240684509277,59.0
onek1k:501_502,49.973873138427734,64.0
onek1k:502_503,52.62838554382324,66.0
onek1k:503_504,52.52573204040527,49.0
onek1k:504_505,57.784807205200195,85.0
onek1k:505_506,53.105167388916016,54.0
onek1k:506_507,52.06361770629883,41.0
onek1k:507_508,49.734994888305664,66.0
onek1k:508_509,54.13903999328613,79.0
onek1k:509_510,55.339599609375,80.0
onek1k:50_50,52.5059928894043,64.0
onek1k:510_511,53.39291763305664,84.0
