donor,pred_age,true_age
onek1k:613_614,46.85137939453125,78.0
onek1k:614_615,48.848310470581055,67.0
onek1k:615_616,48.06380271911621,58.0
onek1k:616_617,48.86094284057617,53.0
onek1k:617_618,48.1084041595459,62.0
onek1k:618_619,47.546072006225586,30.0
onek1k:619_620,48.747615814208984,22.0
onek1k:61_61,48.13861846923828,25.0
onek1k:620_621,46.88735771179199,35.0
onek1k:621_622,50.97972106933594,91.0
onek1k:622_623,52.19837760925293,86.0
onek1k:623_624,50.0827693939209,74.0
onek1k:624_625,49.51628875732422,60.0
onek1k:625_626,49.84605026245117,59.0
onek1k:626_627,46.19093704223633,46.0
onek1k:627_628,49.71809768676758,69.0
onek1k:628_629,50.07663345336914,73.0
onek1k:629_630,47.626054763793945,34.0
onek1k:630_631,47.55758476257324,54.0
onek1k:632_633,52.249738693237305,70.0
onek1k:633_634,49.23393249511719,57.0
onek1k:634_635,51.322086334228516,55.0
onek1k:635_636,45.96733856201172,66.0
onek1k:636_637,49.613197326660156,75.0
onek1k:637_638,49.603607177734375,87.0
onek1k:638_639,46.720096588134766,68.0
onek1k:639_640,47.134281158447266,79.0
onek1k:63_63,48.31793212890625,44.0
onek1k:640_641,45.72860527038574,83.0
onek1k:641_642,51.0667781829834,85.0
onek1k:644_645,47.191593170166016,59.0
onek1k:645_646,51.9163875579834,86.0
onek1k:646_647,48.19251823425293,85.0
onek1k:647_648,45.445478439331055,68.0
onek1k:648_649,47.65315055847168,73.0
onek1k:649_650,47.2741756439209,80.0
onek1k:64_64,48.43695640563965,46.0
onek1k:650_651,47.04864692687988,80.0
onek1k:651_652,47.956336975097656,67.0
onek1k:652_653,48.67319869995117,84.0
onek1k:653_654,48.34204864501953,86.0
onek1k:654_655,46.57555961608887,59.0
onek1k:655_656,46.26191711425781,60.0
onek1k:656_657,51.64004135131836,61.0
onek1k:657_658,49.77799034118652,68.0
onek1k:658_659,46.547855377197266,42.0
onek1k:659_660,46.496925354003906,20.0
onek1k:65_65,46.88739585876465,58.0
onek1k:660_661,49.335079193115234,40.0
onek1k:661_662,49.3536376953125,78.0
onek1k:662_663,48.502492904663086,81.0
onek1k:663_664,48.301734924316406,89.0
onek1k:664_665,45.11853790283203,56.0
onek1k:665_666,44.86598014831543,53.0
onek1k:666_667,46.87954139709473,63.0
onek1k:667_668,49.40592384338379,76.0
onek1k:668_669,45.73822021484375,69.0
onek1k:669_670,48.2547721862793,64.0
onek1k:66_66,48.402238845825195,66.0
onek1k:670_671,49.32343673706055,83.0
