donor_id,true_age,predicted_age,n_cells
aida:SG_HEL_H378,44.0,40.05943,173
aida:SG_HEL_H379,36.0,40.778362,237
aida:SG_HEL_H380,30.0,40.148853,127
aida:SG_HEL_H385,45.0,41.335144,33
aida:SG_HEL_H387,39.0,34.437035,21
aida:SG_HEL_H391,67.0,41.301083,50
aida:SG_HEL_H393,48.0,40.379456,105
aida:SG_HEL_H394,47.0,40.736626,38
aida:SG_HEL_H400,40.0,34.359203,137
aida:SG_HEL_H419,48.0,33.555424,14
aida:SG_HEL_H425,77.0,40.79348,100
aida:SG_HEL_H427,35.0,34.694,58
aida:SG_HEL_H431,46.0,35.151882,59
aida:SG_HEL_H433,36.0,34.387104,25
aida:SG_HEL_H434,58.0,39.988304,106
aida:SG_HEL_H435,39.0,40.686695,135
aida:SG_HEL_H439,46.0,34.67762,100
aida:SG_HEL_H443,58.0,40.372128,74
aida:SG_HEL_H448,41.0,34.28732,145
aida:SG_HEL_H450,33.0,34.880783,51
aida:SG_HEL_H455,36.0,34.908558,66
aida:SG_HEL_H464,39.0,34.621925,62
aida:SG_HEL_H469,53.0,35.29462,22
aida:SG_HEL_H483,63.0,40.53327,19
aida:SG_HEL_H486,47.0,40.54506,117
aida:SG_HEL_H489,50.0,40.553017,94
aida:SG_HEL_H491,33.0,40.602512,179
aida:SG_HEL_H500,47.0,35.190514,16
aida:SG_HEL_H501,37.0,40.668896,49
aida:SG_HEL_H504,45.0,40.292313,54
aida:TH_MAH_H001,32.0,37.995853,134
aida:TH_MAH_H002,25.0,37.68437,39
aida:TH_MAH_H003,30.0,32.606056,101
aida:TH_MAH_H004,38.0,32.891075,154
aida:TH_MAH_H005,41.0,37.816177,66
aida:TH_MAH_H006,32.0,37.91839,202
aida:TH_MAH_H007,45.0,32.759933,240
aida:TH_MAH_H008,31.0,32.848118,81
aida:TH_MAH_H009,41.0,32.543568,83
aida:TH_MAH_H010,42.0,32.844334,72
aida:TH_MAH_H011,65.0,38.520313,112
aida:TH_MAH_H012,27.0,33.013535,184
